# Resultant (after processing) measured flexural accelerances (m/(s^2N)) for flexural wavenumber estimation at respective locations 
# frequency, at 0.25 m, at 0.325 m, at 0.4 m, at 0.475 m, at 0.55 m, at 0.9 m, at 0.975 m, at 1.05 m, at 1.125 m, at 1.2 m, at 1.575 m, at 1.645 m, at 1.65 m, at 1.685 m, at 1.725 m, at 1.765 m, at 1.8 m, at 1.805 m, at 1.875 m
0.000000e+00+0.000000e+00j,7.182312e+00+0.000000e+00j,1.436198e+01+0.000000e+00j,2.229774e+01+0.000000e+00j,7.083101e+01+0.000000e+00j,2.607443e+02+0.000000e+00j,1.537305e+02+0.000000e+00j,-1.193259e+02+0.000000e+00j,-1.925084e+02+0.000000e+00j,-2.512713e+02+0.000000e+00j,-8.355567e+01+0.000000e+00j,-4.495188e+01+0.000000e+00j,-1.203385e+02+0.000000e+00j,-7.601660e+01+0.000000e+00j,2.582106e+02+0.000000e+00j,-1.471379e+02+0.000000e+00j,-8.917371e+00+0.000000e+00j,-2.647842e+01+0.000000e+00j,-1.027824e+02+0.000000e+00j,1.099521e+02+0.000000e+00j
4.387500e+03+0.000000e+00j,7.577935e-01-5.306250e-02j,-1.388231e+00-1.196036e+00j,-5.335924e+00-1.155098e+00j,-7.021171e+00+2.970510e-02j,-4.044352e+00+1.670408e+00j,-1.236147e+00+5.399851e-01j,-2.213551e-01+5.241092e-01j,-1.056689e-01-3.263387e-02j,1.231792e+00-1.564141e+00j,1.097210e-01+1.220219e+00j,2.088118e-01+1.472610e+00j,4.633738e-01-1.588492e+00j,1.135237e+00-1.253597e+00j,2.189952e+00+3.703073e-01j,5.942403e-01+2.645855e-02j,-3.963256e-01-2.605517e+00j,-1.186532e+00+3.076617e-01j,-4.544431e-01+1.124637e+00j,-1.229872e+00+2.375834e-01j
4.388281e+03+0.000000e+00j,7.607115e-01-7.895250e-02j,-1.381761e+00-1.196840e+00j,-5.343724e+00-1.104732e+00j,-7.036241e+00+5.580975e-02j,-4.032338e+00+1.694945e+00j,-1.228530e+00+5.534610e-01j,-2.323919e-01+5.269351e-01j,-1.119107e-01-2.625470e-02j,1.196984e+00-1.588869e+00j,1.065812e-01+1.204324e+00j,-2.057502e-01+1.467512e+00j,4.914432e-01-1.590911e+00j,1.112671e+00-1.256665e+00j,2.138324e+00+3.188468e-01j,6.051867e-01-5.972965e-02j,-3.816631e-01-2.652114e+00j,-1.166094e+00+3.754542e-01j,-4.250555e-01+1.103703e+00j,-1.185901e+00+2.437675e-01j
4.389062e+03+0.000000e+00j,7.543930e-01-8.221100e-02j,-1.361942e+00-1.200827e+00j,-5.338580e+00-1.083882e+00j,-7.030715e+00+6.591645e-02j,-4.008585e+00+1.690459e+00j,-1.250059e+00+5.765075e-01j,-2.405322e-01+4.824415e-01j,-1.291631e-01-2.499669e-02j,1.218374e+00-1.619120e+00j,1.221460e-01+1.222705e+00j,-9.155532e-02+1.422709e+00j,4.734186e-01-1.614847e+00j,1.139941e+00-1.267121e+00j,2.122025e+00+3.123183e-01j,5.613605e-01-5.895820e-02j,-3.871276e-01-2.675260e+00j,-1.175514e+00+3.450975e-01j,-4.995095e-01+1.099537e+00j,-1.191156e+00+2.861610e-01j
4.389844e+03+0.000000e+00j,7.768870e-01-8.341250e-02j,-1.349835e+00-1.197616e+00j,-5.334602e+00-1.064240e+00j,-7.043300e+00+1.108824e-01j,-3.993788e+00+1.732415e+00j,-1.268620e+00+5.939316e-01j,-2.233521e-01+5.524579e-01j,-1.142961e-01-2.323684e-02j,1.173751e+00-1.649952e+00j,1.240870e-01+1.244430e+00j,-1.655819e-01+1.478762e+00j,4.251124e-01-1.671175e+00j,1.074122e+00-1.322966e+00j,2.187363e+00+3.387511e-01j,6.049792e-01-4.472200e-02j,-4.449645e-01-2.698441e+00j,-1.173896e+00+3.915672e-01j,-3.902912e-01+1.150718e+00j,-1.210945e+00+2.703034e-01j
4.390625e+03+0.000000e+00j,7.886420e-01-8.169200e-02j,-1.338794e+00-1.188883e+00j,-5.350287e+00-1.029770e+00j,-7.055590e+00+1.761689e-01j,-3.970633e+00+1.788420e+00j,-1.296494e+00+5.679185e-01j,-2.102448e-01+5.133018e-01j,-1.091202e-01-2.507485e-02j,1.162888e+00-1.681863e+00j,1.580437e-01+1.274174e+00j,1.329454e-01+1.378366e+00j,4.112631e-01-1.626997e+00j,1.088175e+00-1.364280e+00j,2.209108e+00+2.376085e-01j,6.124977e-01+5.835735e-02j,-4.521049e-01-2.651409e+00j,-1.179513e+00+3.975102e-01j,-4.276497e-01+1.136834e+00j,-1.209334e+00+3.268141e-01j
4.391406e+03+0.000000e+00j,7.826525e-01-7.982100e-02j,-1.331710e+00-1.186477e+00j,-5.349832e+00-1.009905e+00j,-7.051700e+00+1.775096e-01j,-3.973502e+00+1.774589e+00j,-1.299375e+00+6.335292e-01j,-1.932797e-01+5.230662e-01j,-1.193195e-01-2.096456e-02j,1.127292e+00-1.689626e+00j,1.789510e-01+1.266727e+00j,-2.854134e-01+1.340002e+00j,3.664264e-01-1.664826e+00j,1.048741e+00-1.354019e+00j,2.222150e+00+2.449140e-01j,5.969944e-01-8.172940e-02j,-5.635922e-01-2.666128e+00j,-1.181782e+00+4.030909e-01j,-3.730668e-01+1.169338e+00j,-1.219968e+00+3.029705e-01j
4.392188e+03+0.000000e+00j,8.021520e-01-8.442050e-02j,-1.319068e+00-1.182979e+00j,-5.357640e+00-1.001907e+00j,-7.066636e+00+2.291913e-01j,-3.965239e+00+1.832302e+00j,-1.311471e+00+6.324931e-01j,-2.086096e-01+5.253813e-01j,-1.070942e-01-2.640621e-02j,1.151333e+00-1.740800e+00j,1.711522e-01+1.278987e+00j,1.606602e-01+1.496185e+00j,3.608160e-01-1.685187e+00j,1.031003e+00-1.408466e+00j,2.229173e+00+2.014204e-01j,5.549551e-01-7.501185e-02j,-4.928390e-01-2.631418e+00j,-1.162691e+00+3.956000e-01j,-3.345513e-01+1.167417e+00j,-1.226631e+00+3.623158e-01j
4.392969e+03+0.000000e+00j,8.020875e-01-9.140200e-02j,-1.285844e+00-1.189693e+00j,-5.344556e+00-9.551815e-01j,-7.059502e+00+2.422286e-01j,-3.923969e+00+1.820512e+00j,-1.305228e+00+6.388444e-01j,-1.924087e-01+5.370791e-01j,-1.125119e-01-1.281548e-02j,1.123361e+00-1.726889e+00j,2.156276e-01+1.277516e+00j,-7.930198e-02+1.460871e+00j,3.039577e-01-1.736457e+00j,1.008740e+00-1.379383e+00j,2.257890e+00+2.364248e-01j,5.737949e-01-1.406402e-01j,-5.966440e-01-2.703362e+00j,-1.150311e+00+4.284246e-01j,-3.002584e-01+1.206502e+00j,-1.244441e+00+3.597000e-01j
4.393750e+03+0.000000e+00j,7.973690e-01-8.894900e-02j,-1.279442e+00-1.186834e+00j,-5.338819e+00-9.467040e-01j,-7.039400e+00+2.890827e-01j,-3.891817e+00+1.862362e+00j,-1.356266e+00+6.599192e-01j,-1.718489e-01+5.296232e-01j,-1.119589e-01-1.981500e-02j,1.085500e+00-1.748632e+00j,2.380080e-01+1.305834e+00j,-1.463958e-01+1.735248e+00j,2.777416e-01-1.739654e+00j,9.778125e-01-1.466102e+00j,2.250580e+00+2.163240e-01j,6.372426e-01-8.606305e-02j,-6.242577e-01-2.687944e+00j,-1.180013e+00+4.496264e-01j,-3.422615e-01+1.232513e+00j,-1.244728e+00+3.754610e-01j
4.394531e+03+0.000000e+00j,8.107105e-01-9.564850e-02j,-1.276437e+00-1.184976e+00j,-5.335848e+00-9.209610e-01j,-7.070730e+00+3.243787e-01j,-3.892819e+00+1.884039e+00j,-1.370720e+00+6.613533e-01j,-1.833210e-01+5.448597e-01j,-1.165473e-01+7.453500e-05j,1.096172e+00-1.755250e+00j,2.504330e-01+1.300017e+00j,-1.323902e-01+1.391252e+00j,2.462323e-01-1.711280e+00j,9.709096e-01-1.469550e+00j,2.268098e+00+1.543772e-01j,5.374392e-01-1.197194e-01j,-7.259303e-01-2.553918e+00j,-1.153965e+00+4.448650e-01j,-3.073431e-01+1.222312e+00j,-1.238043e+00+4.221729e-01j
4.395312e+03+0.000000e+00j,8.196225e-01-9.339800e-02j,-1.264104e+00-1.188884e+00j,-5.331370e+00-9.093520e-01j,-7.080993e+00+3.490710e-01j,-3.885707e+00+1.910966e+00j,-1.357230e+00+6.822984e-01j,-1.369231e-01+5.651308e-01j,-1.057070e-01-1.613589e-02j,1.057675e+00-1.792890e+00j,2.641518e-01+1.303703e+00j,-3.123185e-02+1.646841e+00j,1.938709e-01-1.751317e+00j,9.750020e-01-1.500163e+00j,2.307601e+00+1.573543e-01j,6.233540e-01-8.864310e-02j,-7.279737e-01-2.769651e+00j,-1.145230e+00+4.788167e-01j,-3.368193e-01+1.239811e+00j,-1.233780e+00+4.128434e-01j
4.396094e+03+0.000000e+00j,8.191300e-01-1.023130e-01j,-1.244811e+00-1.195191e+00j,-5.337290e+00-8.694280e-01j,-7.089723e+00+3.651742e-01j,-3.873173e+00+1.913442e+00j,-1.400799e+00+7.127000e-01j,-1.409952e-01+5.463140e-01j,-1.030318e-01-5.652395e-03j,1.024394e+00-1.809293e+00j,3.057023e-01+1.306760e+00j,-5.363415e-02+1.591063e+00j,1.696141e-01-1.755155e+00j,9.287111e-01-1.516731e+00j,2.312587e+00+1.066411e-01j,6.711156e-01-1.376490e-01j,-7.843328e-01-2.658284e+00j,-1.148999e+00+5.127116e-01j,-2.815155e-01+1.255116e+00j,-1.260058e+00+4.406284e-01j
4.396875e+03+0.000000e+00j,8.368825e-01-1.026675e-01j,-1.245372e+00-1.187767e+00j,-5.359347e+00-8.275560e-01j,-7.092045e+00+4.204507e-01j,-3.854206e+00+1.955419e+00j,-1.378381e+00+7.132070e-01j,-1.577134e-01+5.277230e-01j,-1.024815e-01+1.984045e-03j,1.016055e+00-1.829106e+00j,2.957414e-01+1.331069e+00j,7.969841e-02+1.808421e+00j,1.782089e-01-1.755756e+00j,9.135680e-01-1.539919e+00j,2.296553e+00+7.880930e-02j,6.027242e-01-2.803060e-02j,-7.347848e-01-2.684839e+00j,-1.140153e+00+4.856413e-01j,-2.106270e-01+1.273303e+00j,-1.252321e+00+4.719389e-01j
4.397656e+03+0.000000e+00j,8.402010e-01-1.074465e-01j,-1.222672e+00-1.200058e+00j,-5.351448e+00-8.024400e-01j,-7.064349e+00+4.332717e-01j,-3.797887e+00+1.947812e+00j,-1.421553e+00+7.492930e-01j,-1.345999e-01+5.282206e-01j,-1.007853e-01-7.963500e-03j,9.978814e-01-1.801242e+00j,3.662060e-01+1.348477e+00j,1.033522e-01+1.474724e+00j,1.345776e-01-1.737376e+00j,8.711527e-01-1.578371e+00j,2.292587e+00-1.919700e-03j,5.776879e-01-1.966737e-01j,-8.428890e-01-2.671655e+00j,-1.133552e+00+5.957595e-01j,-2.458375e-01+1.269816e+00j,-1.229616e+00+5.075367e-01j
4.398438e+03+0.000000e+00j,8.465870e-01-1.221290e-01j,-1.210572e+00-1.196620e+00j,-5.351721e+00-8.018725e-01j,-7.093244e+00+4.871021e-01j,-3.809234e+00+1.999903e+00j,-1.424449e+00+7.574396e-01j,-1.188734e-01+5.433347e-01j,-9.857589e-02-4.065660e-03j,9.494173e-01-1.862077e+00j,3.491559e-01+1.385258e+00j,1.580358e-01+1.615147e+00j,5.917135e-02-1.767593e+00j,8.743176e-01-1.607673e+00j,2.346362e+00+3.459400e-03j,5.774139e-01-1.124913e-01j,-8.774799e-01-2.777585e+00j,-1.102416e+00+5.679597e-01j,-1.901358e-01+1.263960e+00j,-1.252822e+00+5.160841e-01j
4.399219e+03+0.000000e+00j,8.462490e-01-1.143730e-01j,-1.205903e+00-1.185229e+00j,-5.359484e+00-7.619820e-01j,-7.096296e+00+5.607354e-01j,-3.784373e+00+2.048742e+00j,-1.415230e+00+7.709962e-01j,-8.878495e-02+5.535387e-01j,-9.326869e-02+5.758590e-03j,9.398420e-01-1.851544e+00j,3.722116e-01+1.401360e+00j,4.149890e-01+1.806033e+00j,4.899805e-02-1.797639e+00j,8.438616e-01-1.635863e+00j,2.336969e+00-8.002800e-03j,5.710091e-01-1.361878e-01j,-9.968334e-01-2.735297e+00j,-1.157362e+00+6.027729e-01j,-2.059572e-01+1.278378e+00j,-1.234577e+00+5.206356e-01j
4.400000e+03+0.000000e+00j,8.498155e-01-1.280595e-01j,-1.189056e+00-1.211160e+00j,-5.345993e+00-7.445895e-01j,-7.099296e+00+5.378570e-01j,-3.756391e+00+2.016013e+00j,-1.447405e+00+8.287495e-01j,-8.986795e-02+5.310154e-01j,-9.508295e-02+1.731645e-03j,9.386590e-01-1.914598e+00j,4.294277e-01+1.374855e+00j,-1.197645e-02+1.653598e+00j,3.188895e-02-1.820311e+00j,7.660522e-01-1.652684e+00j,2.351199e+00-6.675450e-03j,6.486710e-01-1.915901e-01j,-8.609568e-01-2.742719e+00j,-1.075401e+00+6.151804e-01j,-1.593463e-01+1.339897e+00j,-1.233243e+00+5.310448e-01j
4.400781e+03+0.000000e+00j,8.521660e-01-1.212020e-01j,-1.152065e+00-1.208327e+00j,-5.365507e+00-7.315010e-01j,-7.068803e+00+5.641900e-01j,-3.703334e+00+2.030965e+00j,-1.487057e+00+8.395554e-01j,-7.104855e-02+5.320964e-01j,-1.054396e-01-6.336738e-03j,8.600054e-01-1.923355e+00j,4.721146e-01+1.393354e+00j,3.742074e-01+1.696425e+00j,-9.137900e-02-1.781169e+00j,7.141988e-01-1.680462e+00j,2.460115e+00-1.222265e-01j,6.869601e-01-2.477599e-01j,-1.053435e+00-2.749137e+00j,-1.097983e+00+6.154424e-01j,-3.363045e-02+1.318101e+00j,-1.277250e+00+5.773537e-01j
4.401562e+03+0.000000e+00j,8.618725e-01-1.317660e-01j,-1.176327e+00-1.187467e+00j,-5.348674e+00-6.759930e-01j,-7.105660e+00+6.514034e-01j,-3.714909e+00+2.117669e+00j,-1.469610e+00+8.411894e-01j,-8.704710e-02+5.417020e-01j,-9.653073e-02+3.700801e-03j,8.696657e-01-1.889174e+00j,4.497866e-01+1.428216e+00j,4.588513e-01+1.459159e+00j,-7.232470e-02-1.809660e+00j,7.270666e-01-1.718125e+00j,2.379377e+00-9.215875e-02j,6.489956e-01-1.977791e-01j,-1.096628e+00-2.662290e+00j,-1.092873e+00+6.484917e-01j,-8.013205e-02+1.290256e+00j,-1.253446e+00+5.827201e-01j
4.402344e+03+0.000000e+00j,8.749685e-01-1.290325e-01j,-1.168693e+00-1.188788e+00j,-5.376691e+00-6.696855e-01j,-7.127391e+00+7.138266e-01j,-3.693813e+00+2.136012e+00j,-1.476059e+00+8.571792e-01j,-4.974260e-02+5.299070e-01j,-9.608372e-02-1.723960e-03j,8.187759e-01-1.944638e+00j,4.783436e-01+1.426723e+00j,4.397697e-01+1.755421e+00j,-1.420399e-01-1.806830e+00j,6.954092e-01-1.736063e+00j,2.452211e+00-1.214640e-01j,6.003635e-01-1.894692e-01j,-1.067031e+00-2.703601e+00j,-1.098867e+00+6.654054e-01j,-6.395370e-02+1.358380e+00j,-1.243240e+00+6.286841e-01j
4.403125e+03+0.000000e+00j,8.795730e-01-1.345265e-01j,-1.149027e+00-1.204167e+00j,-5.367380e+00-6.554600e-01j,-7.121430e+00+6.967282e-01j,-3.669935e+00+2.113285e+00j,-1.507736e+00+8.942485e-01j,-2.118855e-02+5.491499e-01j,-8.260801e-02-5.965865e-04j,8.024765e-01-1.970856e+00j,5.528653e-01+1.452039e+00j,4.601486e-01+1.819001e+00j,-1.994425e-01-1.825678e+00j,6.298124e-01-1.764999e+00j,2.445054e+00-1.255953e-01j,6.879863e-01-1.802083e-01j,-1.178609e+00-2.667987e+00j,-1.134355e+00+6.458717e-01j,-3.019770e-02+1.367001e+00j,-1.251961e+00+6.454813e-01j
4.403906e+03+0.000000e+00j,8.771375e-01-1.482690e-01j,-1.141341e+00-1.210510e+00j,-5.363870e+00-6.221275e-01j,-7.137188e+00+7.593506e-01j,-3.658302e+00+2.174007e+00j,-1.513817e+00+8.853928e-01j,-1.486705e-02+5.442672e-01j,-8.880538e-02+6.807675e-03j,7.733631e-01-1.964074e+00j,5.342879e-01+1.468897e+00j,7.914971e-01+1.685719e+00j,-2.625930e-01-1.823040e+00j,6.366740e-01-1.810450e+00j,2.484684e+00-1.803922e-01j,6.088704e-01-1.463432e-01j,-1.275713e+00-2.705896e+00j,-1.077954e+00+6.633126e-01j,1.446665e-02+1.323772e+00j,-1.266481e+00+6.836492e-01j
4.404688e+03+0.000000e+00j,8.942345e-01-1.406270e-01j,-1.112096e+00-1.210984e+00j,-5.351573e+00-5.852745e-01j,-7.136019e+00+7.669680e-01j,-3.628483e+00+2.147812e+00j,-1.529065e+00+9.330912e-01j,-3.418665e-02+5.554376e-01j,-8.609441e-02+1.425735e-02j,7.649841e-01-1.988290e+00j,5.880667e-01+1.446125e+00j,5.577136e-01+1.804779e+00j,-2.658222e-01-1.857635e+00j,5.718573e-01-1.788967e+00j,2.483762e+00-1.629479e-01j,5.834948e-01-2.678101e-01j,-1.381293e+00-2.732980e+00j,-1.121725e+00+6.826360e-01j,-2.898730e-02+1.362223e+00j,-1.244362e+00+6.790415e-01j
4.405469e+03+0.000000e+00j,8.933775e-01-1.585575e-01j,-1.112517e+00-1.203817e+00j,-5.377309e+00-5.562585e-01j,-7.118299e+00+8.099431e-01j,-3.595298e+00+2.186622e+00j,-1.544473e+00+9.649970e-01j,-1.613480e-02+5.134604e-01j,-7.142191e-02+1.725223e-03j,7.393152e-01-2.021202e+00j,6.271094e-01+1.468634e+00j,7.718559e-01+1.767915e+00j,-2.723175e-01-1.854670e+00j,5.135762e-01-1.829790e+00j,2.462092e+00-2.321350e-01j,6.468618e-01-2.468398e-01j,-1.347568e+00-2.718103e+00j,-1.052359e+00+6.941793e-01j,4.824365e-02+1.361284e+00j,-1.251514e+00+6.687397e-01j
4.406250e+03+0.000000e+00j,9.095775e-01-1.622250e-01j,-1.097871e+00-1.227904e+00j,-5.368642e+00-5.387450e-01j,-7.132557e+00+8.471848e-01j,-3.583476e+00+2.179155e+00j,-1.557246e+00+1.003174e+00j,-2.207900e-03+5.284098e-01j,-7.502829e-02+1.085052e-02j,7.099438e-01-2.044487e+00j,6.696946e-01+1.465357e+00j,6.936775e-01+1.667469e+00j,-3.333584e-01-1.851968e+00j,5.220803e-01-1.837478e+00j,2.492227e+00-2.310924e-01j,6.536376e-01-2.271865e-01j,-1.404211e+00-2.746464e+00j,-1.083548e+00+7.322245e-01j,7.730406e-02+1.363285e+00j,-1.241369e+00+7.223597e-01j
4.407031e+03+0.000000e+00j,9.090070e-01-1.637555e-01j,-1.112729e+00-1.208683e+00j,-5.356167e+00-4.998855e-01j,-7.142793e+00+9.452110e-01j,-3.573797e+00+2.254552e+00j,-1.570767e+00+9.989850e-01j,-5.901000e-03+5.459441e-01j,-7.700706e-02+1.494275e-03j,6.589357e-01-2.055722e+00j,6.386412e-01+1.522075e+00j,6.252217e-01+1.746007e+00j,-4.155604e-01-1.899596e+00j,4.746433e-01-1.900071e+00j,2.554233e+00-2.328159e-01j,6.356012e-01-2.432110e-01j,-1.469063e+00-2.800680e+00j,-1.035010e+00+7.653206e-01j,1.036560e-01+1.398953e+00j,-1.265876e+00+7.181176e-01j
4.407812e+03+0.000000e+00j,9.068000e-01-1.756925e-01j,-1.093840e+00-1.224484e+00j,-5.358901e+00-4.893730e-01j,-7.147621e+00+9.458818e-01j,-3.528656e+00+2.233149e+00j,-1.597587e+00+1.028691e+00j,3.014580e-02+5.598544e-01j,-7.092320e-02+7.274555e-04j,6.240514e-01-2.051290e+00j,7.239856e-01+1.504622e+00j,5.027201e-01+1.739555e+00j,-4.601530e-01-1.869971e+00j,4.245579e-01-1.908172e+00j,2.575518e+00-2.767484e-01j,6.791753e-01-2.610068e-01j,-1.563645e+00-2.715664e+00j,-1.094907e+00+8.276851e-01j,1.064754e-01+1.400291e+00j,-1.256164e+00+7.548914e-01j
4.408594e+03+0.000000e+00j,9.137955e-01-1.849215e-01j,-1.079145e+00-1.231946e+00j,-5.362462e+00-4.725765e-01j,-7.150728e+00+9.774353e-01j,-3.494993e+00+2.252159e+00j,-1.604101e+00+1.084521e+00j,4.390975e-02+5.401575e-01j,-5.902263e-02+6.936058e-03j,5.830077e-01-2.060114e+00j,7.559784e-01+1.484509e+00j,7.198640e-01+1.694069e+00j,-5.199813e-01-1.857742e+00j,3.445512e-01-1.910617e+00j,2.598745e+00-3.368329e-01j,6.950361e-01-3.316577e-01j,-1.597697e+00-2.758272e+00j,-1.054932e+00+8.109875e-01j,1.819563e-01+1.362213e+00j,-1.246382e+00+8.018097e-01j
4.409375e+03+0.000000e+00j,9.309280e-01-1.862345e-01j,-1.074103e+00-1.243701e+00j,-5.381570e+00-4.435570e-01j,-7.181239e+00+1.026928e+00j,-3.496661e+00+2.264419e+00j,-1.590778e+00+1.118397e+00j,3.539925e-02+5.196430e-01j,-6.378391e-02+1.406705e-02j,5.278981e-01-2.062797e+00j,7.631490e-01+1.500733e+00j,7.880613e-01+1.527519e+00j,-5.827363e-01-1.805179e+00j,3.081563e-01-1.924225e+00j,2.627344e+00-4.136961e-01j,7.004602e-01-2.934299e-01j,-1.704649e+00-2.756724e+00j,-1.010554e+00+8.479371e-01j,1.493341e-01+1.372234e+00j,-1.245506e+00+8.244256e-01j
4.410156e+03+0.000000e+00j,9.348615e-01-1.900585e-01j,-1.053969e+00-1.232747e+00j,-5.349327e+00-3.932400e-01j,-7.165015e+00+1.059173e+00j,-3.467695e+00+2.268130e+00j,-1.618122e+00+1.128595e+00j,2.143415e-02+5.509461e-01j,-6.923988e-02+3.370430e-03j,5.482756e-01-2.103740e+00j,8.365083e-01+1.518223e+00j,1.025864e+00+1.672193e+00j,-5.784449e-01-1.859821e+00j,2.587079e-01-1.932074e+00j,2.580307e+00-3.801701e-01j,6.556929e-01-2.711928e-01j,-1.718201e+00-2.707376e+00j,-9.978679e-01+7.944414e-01j,1.979667e-01+1.350455e+00j,-1.262574e+00+8.234688e-01j
4.410938e+03+0.000000e+00j,9.272045e-01-1.960905e-01j,-1.046058e+00-1.246614e+00j,-5.363981e+00-3.755945e-01j,-7.163527e+00+1.083677e+00j,-3.446910e+00+2.286439e+00j,-1.618492e+00+1.159792e+00j,7.653980e-02+5.219738e-01j,-6.833743e-02+1.604975e-02j,4.769321e-01-2.097033e+00j,8.547380e-01+1.521797e+00j,9.758131e-01+1.442766e+00j,-6.559045e-01-1.843231e+00j,2.507937e-01-1.966432e+00j,2.604555e+00-4.288995e-01j,6.733290e-01-3.198852e-01j,-1.824286e+00-2.706593e+00j,-1.019938e+00+8.515396e-01j,2.594174e-01+1.363696e+00j,-1.258059e+00+8.549219e-01j
4.411719e+03+0.000000e+00j,9.379225e-01-2.129080e-01j,-1.050378e+00-1.251550e+00j,-5.393883e+00-3.340365e-01j,-7.172869e+00+1.174035e+00j,-3.433669e+00+2.333380e+00j,-1.604274e+00+1.195028e+00j,5.362450e-02+5.054736e-01j,-6.337427e-02+1.250550e-02j,4.773739e-01-2.082829e+00j,8.701381e-01+1.536431e+00j,1.183471e+00+1.634832e+00j,-6.525224e-01-1.807321e+00j,2.334447e-01-1.996870e+00j,2.583978e+00-4.832535e-01j,6.869717e-01-2.969187e-01j,-1.806698e+00-2.685166e+00j,-1.007835e+00+8.817776e-01j,2.643734e-01+1.380654e+00j,-1.200917e+00+8.776420e-01j
4.412500e+03+0.000000e+00j,9.341120e-01-2.095940e-01j,-1.024492e+00-1.240540e+00j,-5.371963e+00-3.364775e-01j,-7.137058e+00+1.197363e+00j,-3.380240e+00+2.332567e+00j,-1.648464e+00+1.201316e+00j,8.772865e-02+5.393389e-01j,-5.339266e-02+1.521327e-02j,4.228195e-01-2.124547e+00j,9.243590e-01+1.558965e+00j,1.086534e+00+1.873569e+00j,-7.697633e-01-1.835671e+00j,1.644973e-01-1.984242e+00j,2.654013e+00-4.923095e-01j,7.788221e-01-2.927355e-01j,-1.902014e+00-2.689171e+00j,-9.601154e-01+8.895490e-01j,2.986845e-01+1.401986e+00j,-1.236566e+00+9.065461e-01j
4.413281e+03+0.000000e+00j,9.494165e-01-2.169720e-01j,-1.028544e+00-1.255106e+00j,-5.367349e+00-3.132590e-01j,-7.180893e+00+1.250815e+00j,-3.369025e+00+2.357692e+00j,-1.633159e+00+1.249662e+00j,5.747135e-02+5.224479e-01j,-4.846714e-02+8.646465e-03j,4.166673e-01-2.174243e+00j,9.515151e-01+1.531939e+00j,1.129848e+00+1.910159e+00j,-8.156768e-01-1.848174e+00j,1.154415e-01-2.019198e+00j,2.678040e+00-4.973621e-01j,7.343984e-01-3.545370e-01j,-1.963707e+00-2.657338e+00j,-9.941627e-01+9.206862e-01j,3.173275e-01+1.433443e+00j,-1.193882e+00+9.258682e-01j
4.414062e+03+0.000000e+00j,9.582535e-01-2.237435e-01j,-1.014520e+00-1.250942e+00j,-5.397733e+00-2.830590e-01j,-7.154110e+00+1.279858e+00j,-3.321324e+00+2.359056e+00j,-1.643289e+00+1.298955e+00j,1.040392e-01+5.099495e-01j,-4.907936e-02+9.265703e-03j,3.632033e-01-2.118005e+00j,1.018954e+00+1.532646e+00j,1.277462e+00+1.688432e+00j,-8.729128e-01-1.769733e+00j,2.035360e-02-2.004007e+00j,2.686334e+00-5.885901e-01j,7.350113e-01-3.423591e-01j,-2.099050e+00-2.576991e+00j,-9.515281e-01+9.506143e-01j,3.572381e-01+1.417232e+00j,-1.210702e+00+9.523233e-01j
4.414844e+03+0.000000e+00j,9.526035e-01-2.448520e-01j,-1.025296e+00-1.272638e+00j,-5.367911e+00-2.331500e-01j,-7.180790e+00+1.329905e+00j,-3.342431e+00+2.358054e+00j,-1.642095e+00+1.345092e+00j,9.646220e-02+5.212381e-01j,-5.015485e-02+3.361296e-03j,3.332685e-01-2.144356e+00j,1.034053e+00+1.537491e+00j,9.599759e-01+1.698555e+00j,-8.795672e-01-1.838794e+00j,1.864440e-02-2.026753e+00j,2.657318e+00-5.534550e-01j,7.381145e-01-4.135147e-01j,-2.111505e+00-2.669524e+00j,-9.059791e-01+9.623759e-01j,3.717429e-01+1.379672e+00j,-1.175430e+00+9.377117e-01j
4.415625e+03+0.000000e+00j,9.566230e-01-2.318955e-01j,-1.013959e+00-1.261004e+00j,-5.357413e+00-2.372365e-01j,-7.139883e+00+1.380041e+00j,-3.270926e+00+2.395375e+00j,-1.642295e+00+1.349914e+00j,1.514968e-01+5.291202e-01j,-3.912135e-02+6.486815e-03j,2.892742e-01-2.130498e+00j,1.077282e+00+1.545673e+00j,1.131721e+00+1.539303e+00j,-1.027631e+00-1.785586e+00j,-4.966885e-02-2.066881e+00j,2.762040e+00-6.347644e-01j,8.115749e-01-4.105136e-01j,-2.276340e+00-2.611285e+00j,-9.171590e-01+9.997102e-01j,4.310277e-01+1.356500e+00j,-1.234417e+00+9.858593e-01j
4.416406e+03+0.000000e+00j,9.560425e-01-2.464855e-01j,-1.015519e+00-1.267634e+00j,-5.389421e+00-2.035560e-01j,-7.161548e+00+1.448853e+00j,-3.272115e+00+2.404602e+00j,-1.642030e+00+1.384236e+00j,1.369884e-01+5.054321e-01j,-4.294535e-02+5.469846e-03j,2.347385e-01-2.161037e+00j,1.096703e+00+1.551129e+00j,1.205733e+00+2.048678e+00j,-1.077621e+00-1.752483e+00j,-6.050867e-02-2.048341e+00j,2.784929e+00-6.876049e-01j,7.347212e-01-3.886753e-01j,-2.321270e+00-2.534322e+00j,-9.083413e-01+1.027615e+00j,4.827972e-01+1.390234e+00j,-1.208891e+00+9.929633e-01j
